4
33.746
33.467
9.8280
1.5150
8
34.313
34.016
10.076
1.6480
16
34.379
34.160
10.753
1.9450
32
34.414
34.388
11.816
2.5200
64
34.654
34.622
14.056
3.7060
128
35.114
34.977
18.538
6.2600
256
68.541
35.307
27.372
11.179
512
105.83
45.143
34.504
19.813
1024
198.28
85.999
47.787
34.763
2048
349.97
150.89
81.886
63.031
